ID_NUMBER,TARGET,FIRST_VISIT_DATEKEY,AL,AN,AT,CA,CT,FR,FS,GA,GS,HD,HR,MD,OP,PA,PP,PS,RF,SA,SP,ST,TP,TR,TT,XF,FORMER_ATHLETE,HONORS_PROGRAM,DOUBLE_DEL,SOLICIT_CTRL,HAS_EMPLOYMENT_IND,SELF_EMPLOYED,POSITION_LEVEL_CODE,FLD_OF_WORK_CODE,DEG_AG,DEG_AS,DEG_BE,DEG_BS,DEG_CE,DEG_EG,DEG_EL,DEG_GC,DEG_GR,DEG_HN,DEG_HP,DEG_HY,DEG_MS,DEG_US,NUM_EVENTS_REGISTERED,NUM_EVENTS_REGISTERED_LAST_5FY,NUM_EVTS_CONFIRMED_ATTEND,NUM_EVT_CONFIRM_ATTEND_LST_5FY,FIRST_ATTENDED_EVENT_DATEKEY,LAST_ATTENDED_EVENT_DATEKEY,M_GIFT,M_DATE,M_RANK,R_GIFT,R_DATE,R_RANK,FYOG_COUNT,GIFT_COUNT,F_RANK,TOTAL_RFM,DONOR_RANK,CONSECUTIVE_YEARS_OF_GIVING,LAST_FIS_YEAR_OF_GIVING,TOT_CRED_LAST_FIS_YR_OF_GIVING,TOTAL_SOFT_CREDIT,TOTAL_SOFT_FUNDRAISING,DONOR_CATEGORY,CLASS_YEAR,CLASS_YEAR_DECADE,YOUNG_ALUMNI_IND,AGE,BINNED_AGE,DONOR_STATUS,CURRENT_SOLICIT_SEGMENT,SIMPLE_RATING,CONSECUTIVE_YRS_OF_GIVING_BIN,FIS_YEARS_OF_GIVING,FYOG_COUNT_BINNED,CHALLENGE_REGION,YEARS_SINCE_UD_CONNECTION,YEARS_GAVE_SINCE_UD_CONNECTION,GIVING_YEARS_SATURATION
0000109594,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,38377,0,0,0,0,0,Individuals,1992,1990's,N,53,45 - 54,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,Baltimore,31,0,0
0000110780,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,2,1,20060512,20210421,4000,20000701,99,499.96,20040630,74,11,25,98,271,1493,10,2004,1000,5500,5500,Individuals,1998,1990's,N,75,65+,Ever Donor,GA Only - Lapsed 11+ Years,<$50K,6-9,11,10+,Kent & Sussex County DE,25,7,0.28
0000110929,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1000,20211118,97,1000,20211118,98,20,38,99,294,2209,7,2022,1000,6590.5,5654.5,Individuals, ,Not Alum/Student,N,83,65+,Current Donor,Exclude Current FY Donors,<$50K,6-9,20,10+,None,30,20,0.67
0000113130,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,38606,0,0,0,0,0,Individuals,1993,1990's,N,51,45 - 54,Future Donor,Current Parent Freshman FUTURE ,<$50K,0,0,0,Northern NJ,30,0,0
0000113344,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,20130321,69,20,20130321,83,1,1,66,218,26391,1,2013,20,20,20,Individuals,1993,1990's,N,50,45 - 54,Ever Donor,AL Only - Lapsed 6-10 Years,$50K - $250K,1,1,1,Baltimore,30,1,0.03
0000113584,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,34215,0,0,0,0,0,Individuals,1993,1990's,N,54,45 - 54,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Philadelphia,30,0,0
0000114354,0,99999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0, , ,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,53615,0,0,0,0,0,Individuals,1993,1990's,N,51,45 - 54,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,New Castle County DE,30,0,0
0000114386,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,52718,0,0,0,0,0,Individuals,1993,1990's,N,51,45 - 54,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Washingon D.C.,30,0,0
0000114410,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,34261,0,0,0,0,0,Individuals,1993,1990's,N,51,45 - 54,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,Denver,30,0,0
0000114792,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.5,20031022,78,37.5,20031022,74,1,1,66,218,25436,1,2004,37.5,25,25,Individuals,1993,1990's,N,51,45 - 54,Ever Donor,AL Only - Lapsed 11+ Years,$50K - $250K,1,1,1,Baltimore,30,1,0.03
0000117854,1,20210311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,34119,0,0,0,0,0,Individuals,1993,1990's,N,54,45 - 54,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Atlanta,30,0,0
0000119633,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,2,20210421,20210617,100,20210505,85,25,20220322,99,7,14,96,280,5490,2,2022,75,745,745,Individuals, ,Not Alum/Student,N,74,65+,Current Donor,Exclude Current FY Donors,<$50K,2,7,6-9,None,29,7,0.24
0000120386,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,34279,0,0,0,0,0,Individuals,1994,1990's,N,50,45 - 54,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Philadelphia,29,0,0
0000121087,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2000,20131227,98,2000,20131227,85,1,1,66,249,52682,1,2014,2000,2000,2000,Individuals,1994,1990's,N,50,45 - 54,Ever Donor,AL Only - Lapsed 6-10 Years,$50K - $250K,1,1,1,Atlanta,29,1,0.03
0000121109,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,37963,0,0,0,0,0,Individuals,1994,1990's,N,50,45 - 54,Future Donor,AL Only - Future Donor,<$50K,0,0,0,None,29,0,0
0000122011,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,20041213,78,50,20041213,75,1,1,65,218,20937,1,2005,50,25,25,Individuals,1994,1990's,N,50,45 - 54,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,1,1,1,None,29,1,0.03
0000123423,0,99999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,19981216,20101013,1250,20220329,98,1250,20220329,100,8,13,96,294,2395,2,2022,1750,3327.25,3327.25,Individuals, ,Not Alum/Student,N,79,65+,Current Donor,Exclude Current FY Donors,$50K - $250K,2,8,6-9,None,11,8,0.73
0000127496,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,19971004,20011213,100,20211207,85,100,20211207,98,18,19,97,280,4004,14,2022,100,1145,1145,Individuals,1995,1990's,N,49,45 - 54,Current Donor,Exclude Current FY Donors,<$50K,10+,18,10+,None,28,18,0.64
0000127688,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,39915,0,0,0,0,0,Individuals,1995,1990's,N,48,45 - 54,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Baltimore,28,0,0
0000129390,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,8,0,20001116,20120609,0,00000000,0,0,00000000,0,0,0,0,0,34737,0,0,0,0,0,Individuals,1995,1990's,N,50,45 - 54,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,Baltimore,28,0,0
0000130055,1,20211004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,1000,20141006,97,200,20211216,98,14,17,97,292,2185,13,2022,500,3395,3395,Individuals, ,Not Alum/Student,N,94,65+,Current Donor,Exclude Current FY Donors,<$50K,10+,14,10+,None,15,14,0.93
0000130924,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,34449,0,0,0,0,0,Individuals,1994,1990's,N,50,45 - 54,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,New York City,29,0,0
0000131471,1,20210917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,19931022,19931022,590,20110901,97,590,20110901,82,6,13,96,275,5825,1,2012,590,972,972,Individuals, ,Not Alum/Student,N,77,65+,Ever Donor,Exclude Faculty Staff,<$50K,1,6,6-9,None,25,6,0.24
0000132792,1,20210708,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11, ,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,100,20190517,85,25,20220314,99,20,22,98,282,6214,6,2022,25,1025,925,Individuals,1995,1990's,N,48,45 - 54,Current Donor,Exclude Current FY Donors,<$50K,6-9,20,10+,New Castle County DE,28,20,0.71
0000132863,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,38659,0,0,0,0,0,Individuals,1995,1990's,N,50,45 - 54,Future Donor,GA Only - Future Donor,$50K - $250K,0,0,0,Baltimore,28,0,0
0000133037,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,34531,0,0,0,0,0,Individuals,1995,1990's,N,49,45 - 54,Future Donor,AL Only - Future Donor,<$50K,0,0,0,None,28,0,0
0000133057,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,25,20020319,72,25,20020319,73,1,1,66,211,23058,1,2002,25,25,25,Individuals,1995,1990's,N,50,45 - 54,Ever Donor,GA Only - Lapsed 11+ Years,$250K - $1MM,1,1,1,San Francisco,28,1,0.04
0000134282,1,20210223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,1000,20211221,97,1000,20211221,98,2,2,81,276,3524,2,2022,1000,1500,1500,Individuals,1996,1990's,N,47,45 - 54,Current Donor,Exclude prospects with a major gift proposal,$250K - $1MM,2,2,2,New York City,27,2,0.07
0000134402,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,20160603,20180213,20,19971231,69,20,19971231,70,2,2,81,220,21535,2,1998,20,39.96,39.96,Individuals,1996,1990's,N,47,45 - 54,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,2,2,2,Philadelphia,27,2,0.07
0000135047,1,20210902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,11, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,20101018,20210602,200,20170630,93,50,20201201,95,15,15,96,284,3197,3,2021,50,1625,1625,Individuals,1996,1990's,N,47,45 - 54,Lybunt,True Blue Hen AL/GA,<$50K,3-5,15,10+,Boston,27,15,0.56
0000136094,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20210302,20210302,0,00000000,0,0,00000000,0,0,0,0,0,34625,0,0,0,0,0,Individuals,1996,1990's,N,47,45 - 54,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Northern NJ,27,0,0
0000139820,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,52828,0,0,0,0,0,Individuals,1996,1990's,N,53,45 - 54,Future Donor,GA Only - Future Donor,$50K - $250K,0,0,0,Northern NJ,27,0,0
0000140164,1,20210719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,300,20190205,95,100,20220322,100,2,3,86,281,6092,1,2022,300,600,600,Individuals,1996,1990's,N,47,45 - 54,Current Donor,Exclude Current FY Donors,$50K - $250K,1,2,2,None,27,2,0.07
0000140410,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,240,20110512,94,50,20140616,85,17,48,100,279,2274,1,2014,50,2760,2760,Individuals, ,Not Alum/Student,N,76,65+,Ever Donor,Catch All - Other Past Donor Lapsed 6+ Years,<$50K,1,17,10+,None,26,17,0.65
0000140541,0,99999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0, ,2141,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,450,20220320,96,450,20220320,100,13,17,97,293,3065,6,2022,450,2905,2905,Individuals,1997,1990's,N,46,45 - 54,Current Donor,Exclude Current FY Donors,$50K - $250K,6-9,13,10+,Philadelphia,26,13,0.5
0000142721,1,20211111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,39.94,20040302,78,39.94,20040302,74,1,1,65,217,21594,1,2004,39.94,19.97,19.97,Individuals,1997,1990's,N,47,45 - 54,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,1,1,1,Baltimore,26,1,0.04
0000146764,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,35002,0,0,0,0,0,Individuals,1997,1990's,N,47,45 - 54,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,Portland OR,26,0,0
0000148447,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,7841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,20140606,20140606,0,00000000,0,0,00000000,0,0,0,0,0,63332,0,0,0,0,0,Individuals,1998,1990's,N,46,45 - 54,Future Donor,Current Parent Freshman FUTURE ,$50K - $250K,0,0,0,New Castle County DE,25,0,0
0000149197,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,52875,0,0,0,0,0,Individuals,1998,1990's,N,46,45 - 54,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,None,25,0,0
0000149198,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,1521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,35084,0,0,0,0,0,Individuals,1998,1990's,N,54,45 - 54,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Baltimore,25,0,0
0000149628,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1000,20211130,97,1000,20211130,98,9,10,94,289,1947,1,2022,1000,3670,3670,Individuals,1998,1990's,N,87,65+,Current Donor,Exclude Current FY Donors,$50K - $250K,1,9,6-9,New Castle County DE,25,9,0.36
0000151163,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,53068,0,0,0,0,0,Individuals,1998,1990's,N,52,45 - 54,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Kent & Sussex County DE,25,0,0
0000155694,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2000,19990312,98,100,20050304,75,4,4,88,261,2918,3,2005,100,1450,1450,Individuals, ,Not Alum/Student,N,57,55 - 64,Ever Donor,Current Parent Freshman LAPSED,$250K - $1MM,3-5,4,3-5,None,24,4,0.17
0000156461,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,250,20091129,94,50,20091202,79,1,2,80,253,18230,1,2010,50,50,250,Individuals,1998,1990's,N,46,45 - 54,Ever Donor,"Exclude Donors with Active Pledges (Non-Phoneathon, Non-BI)",<$50K,1,1,1,Kent & Sussex County DE,25,1,0.04
0000156530,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,2101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,39646,0,0,0,0,0,Individuals,1998,1990's,N,48,45 - 54,Future Donor,GA Only - Future Donor,$50K - $250K,0,0,0,San Francisco,25,0,0
0000156773,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,39449,0,0,0,0,0,Individuals,1999,1990's,N,44,35 - 44,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Baltimore,24,0,0
0000157742,1,20211216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20060913,20060913,0,00000000,0,0,00000000,0,0,0,0,0,35205,0,0,0,0,0,Individuals,1999,1990's,N,44,35 - 44,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,None,24,0,0
0000157989,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,100,20200113,85,100,20200113,94,1,1,66,245,18667,1,2020,100,100,100,Individuals,1999,1990's,N,45,45 - 54,Lapsed 1 yr,Current Parent Sophomore LAPSED,$50K - $250K,1,1,1,New York City,24,1,0.04
0000158278,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,20161128,79,50,20161128,88,1,1,66,233,18527,1,2017,50,50,50,Individuals,1999,1990's,N,45,45 - 54,Lapsed 2-5 yrs,AL Only - Lapsed 2-5 Years,<$50K,1,1,1,Northern NJ,24,1,0.04
0000158453,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0, ,0601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,3,20110603,20210224,20,20190513,69,20,20190513,92,1,1,65,226,26521,1,2019,20,20,20,Individuals,1999,1990's,N,45,45 - 54,Lapsed 2-5 yrs,AL Only - Lapsed 2-5 Years,$50K - $250K,1,1,1,Philadelphia,24,1,0.04
0000159353,0,99999999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,6,3,20091031,20210924,500,20180607,96,249.92,20190630,93,16,52,100,289,1539,13,2019,500,5610,5610,Individuals,1999,1990's,N,55,55 - 64,Lapsed 2-5 yrs,GA Only - Lapsed 2-5 Years,<$50K,10+,16,10+,New Castle County DE,24,16,0.67
0000164780,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,20190212,78,50,20190212,91,1,1,66,235,18334,1,2019,50,50,50,Individuals,1999,1990's,N,47,45 - 54,Lapsed 2-5 yrs,AL Only - Lapsed 2-5 Years,<$50K,1,1,1,Kent & Sussex County DE,24,1,0.04
0000166140,1,20210916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,20020324,20141115,50,20020324,78,50,20020324,73,2,2,81,232,16505,2,2002,50,75,75,Individuals,2000,2000's,N,44,35 - 44,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,2,2,2,None,23,2,0.09
0000166717,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,20101211,20160603,471.5,20001128,96,50,20101107,81,3,3,86,263,6310,1,2011,50,571.5,571.5,Individuals,2000,2000's,N,45,45 - 54,Ever Donor,AL Only - Lapsed 6-10 Years,$50K - $250K,1,3,3-5,New Castle County DE,23,3,0.13
0000166913,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,53287,0,0,0,0,0,Individuals,2000,2000's,N,43,35 - 44,Future Donor,AL Only - Future Donor,<$50K,0,0,0,New York City,23,0,0
0000167182,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0, ,3981,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,500,20100831,96,500,20100831,81,2,2,81,258,4550,2,2011,500,1000,1000,Individuals,2000,2000's,N,44,35 - 44,Ever Donor,AL Only - Lapsed 6-10 Years,<$50K,2,2,2,None,23,2,0.09
0000170161,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,100,20030129,85,100,20030129,73,1,1,65,223,14166,1,2003,100,100,100,Individuals,2000,2000's,N,51,45 - 54,Ever Donor,GA Only - Lapsed 11+ Years,$50K - $250K,1,1,1,Los Angeles,23,1,0.04
0000170227,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,500,20210920,96,500,20210920,97,9,11,95,288,4822,1,2022,100,850,1250,Individuals,2000,2000's,N,53,45 - 54,Current Donor,"Exclude Donors with Active Pledges (Non-Phoneathon, Non-BI)",<$50K,1,9,6-9,None,23,9,0.39
0000170264,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,39818,0,0,0,0,0,Individuals,2000,2000's,N,56,55 - 64,Future Donor,GA Only - Future Donor,<$50K,0,0,0,Baltimore,23,0,0
